upi_id,account_number,ifsc_code,owner_name,bank_name,account_type,device_id,true_label,is_active,created_at
anusha882@barodampay,5269250274,BARB0199227,Anusha Chander,Bank of Baroda,individual,dev-0a8cdb5511f5,account_takeover,True,2026-03-28
zashil883@cnrb,388205781370720,CNRB0241920,Zashil Butala,Canara Bank,individual,dev-2616e8bd7c6c,,True,2026-03-06
noah884@cnrb,74091915364,CNRB0367342,Noah Ben,Canara Bank,individual,dev-a2b61d7ae133,account_takeover,True,2026-06-05
dalaja885@okicici,992745369,ICIC0652222,Dalaja Kaur,ICICI Bank,individual,dev-0ad0bceb503a,,True,2025-05-14
gavin886@barodampay,025861743,BARB0771657,Gavin Chandran,Bank of Baroda,individual,dev-4d5aaf4b372f,,True,2025-05-23
tanay887@okhdfcbank,1267671583819766,HDFC0936327,Tanay Sood,HDFC Bank,individual,dev-58517b60c32a,,True,2024-05-30
kevin888@idfcfirst,492969684422,IDFB0037691,Kevin Kara,IDFC First Bank,individual,dev-7d2e2962b986,,True,2026-06-18
aditya889@idfcfirst,0965143932919936,IDFB0796751,Aditya Anand,IDFC First Bank,individual,dev-36384b894c7d,,True,2023-07-19
jai890@okhdfcbank,0528799446427,HDFC0451085,Jai Sami,HDFC Bank,individual,dev-7eca1cf17d3a,innocent_bystander,True,2026-01-05
vanya891@oksbi,17137823149,SBIN0304222,Vanya Bobal,State Bank of India,individual,dev-4be389421c0d,,True,2024-07-21
leela892@ybl,4808531705191,YESB0802824,Leela Chakraborty,Yes Bank,individual,dev-370ff692e2b2,,True,2025-05-03
harshil893@cnrb,856730865587,CNRB0670113,Harshil Munshi,Canara Bank,individual,dev-d2e031c8fd30,innocent_bystander,True,2025-10-07
chandani894@barodampay,1865449698,BARB0767640,Chandani Devan,Bank of Baroda,individual,dev-3122bb8d0723,innocent_bystander,True,2025-02-02
deoldhar895@idfcfirst,234269851829,IDFB0395430,Deol-Dhar Home Services,IDFC First Bank,merchant,dev-955dba84aef9,,True,2024-08-06
abhiram896@kotak,0702965878641372,KKBK0670974,Abhiram Gala,Kotak Mahindra Bank,individual,dev-afa02722c060,,True,2024-12-21
indali897@okaxis,12026940042,UTIB0576751,Indali Kala,Axis Bank,individual,dev-7b1b481ec35d,gambling_network,True,2024-10-01
nisha898@oksbi,4246379411843694,SBIN0315227,Nisha Savant,State Bank of India,individual,dev-0e43dbdc1741,,True,2024-07-29
gabriel899@barodampay,6716713891755584,BARB0589311,Gabriel Chaudhry,Bank of Baroda,individual,dev-357f55abe803,,True,2025-10-19
jatin900@idfcfirst,8206651947850868,IDFB0612618,Jatin Rajagopalan,IDFC First Bank,individual,dev-86d74ee8f06d,gambling_network,True,2024-08-30
pushti901@okicici,303756174,ICIC0286993,Pushti Murty,ICICI Bank,individual,dev-ac3de8a61286,,True,2024-11-21
yug902@kotak,690536801943,KKBK0152241,Yug Malhotra,Kotak Mahindra Bank,individual,dev-36ddb25a239e,,True,2023-08-30
yuvraj903@okicici,5129372968,ICIC0516366,Yuvraj Mane,ICICI Bank,individual,dev-2a1103e86ecd,,True,2026-05-12
charvi904@kotak,00714651702,KKBK0109215,Charvi Jha,Kotak Mahindra Bank,individual,dev-179b39837305,,True,2023-11-05
upadhyay905@okaxis,008928513271173,UTIB0250008,"Upadhyay, Gulati and Ramanathan Food & Dining",Axis Bank,merchant,dev-8514cccec57d,,True,2025-10-05
chatura906@ybl,7476037988,YESB0956635,Chatura Khatri,Yes Bank,individual,dev-af8febe480b6,,True,2023-07-26
libni907@ybl,512804628503329,YESB0360506,Libni Chowdhury,Yes Bank,individual,dev-52e76d8001d2,innocent_bystander,True,2025-08-23
xalak908@okicici,353616002,ICIC0174462,Xalak Bobal,ICICI Bank,individual,dev-7dc89f7d3ded,,True,2025-04-16
jalsa909@okicici,1314105967891268,ICIC0773839,Jalsa Nadig,ICICI Bank,individual,dev-dd4046ba0ac9,,True,2023-11-25
lila910@idfcfirst,3458753368074103,IDFB0248284,Lila Salvi,IDFC First Bank,individual,dev-141fa71a6d62,,True,2023-10-25
orinder911@kotak,95098571594,KKBK0038953,Orinder Sinha,Kotak Mahindra Bank,individual,dev-086dd3c1d697,,True,2025-10-12
anay912@cnrb,369814928,CNRB0490659,Anay Bir,Canara Bank,individual,dev-88a3798583a3,,True,2026-02-08
adweta913@oksbi,164707283040275,SBIN0708760,Adweta Kale,State Bank of India,individual,dev-98c8dfe0a62f,innocent_bystander,True,2025-11-18
bhasin914@pnb,62031337319023,PUNB0062520,Bhasin Group Fuel,Punjab National Bank,merchant,dev-b03c41e60a2e,,True,2023-12-13
mangat915@okicici,26456068723,ICIC0961380,"Mangat, Thaker and Sagar Fuel",ICICI Bank,merchant,dev-fb1c3ccad950,,True,2026-02-16
neelima916@okicici,165945897689726,ICIC0236182,Neelima Butala,ICICI Bank,individual,dev-1f9c0b804b4b,,True,2026-01-16
arunima917@idfcfirst,429850129405954,IDFB0175815,Arunima Chacko,IDFC First Bank,individual,dev-638ef8e0080e,innocent_bystander,True,2024-01-18
farhan918@oksbi,263438558611306,SBIN0495336,Farhan Vaidya,State Bank of India,individual,dev-f9bf520b7bfd,innocent_bystander,True,2023-08-01
nachiket919@ybl,9411501254559246,YESB0273945,Nachiket Yadav,Yes Bank,individual,dev-1a82632e5286,,True,2026-04-28
mahika920@okaxis,1054390054804,UTIB0146653,Mahika Bhatti,Axis Bank,individual,dev-d50f8b0a2f22,innocent_bystander,True,2026-01-08
rajeshri921@kotak,188946813466941,KKBK0189903,Rajeshri Khare,Kotak Mahindra Bank,individual,dev-ff8bfcccdb61,,True,2026-04-23
yash922@barodampay,298080181315,BARB0057185,Yash Chadha,Bank of Baroda,individual,dev-0bff97495a7a,,True,2025-09-27
jack923@barodampay,7231676142734,BARB0454366,Jack Setty,Bank of Baroda,individual,dev-e5fbc2c2d38a,,True,2024-08-07
dayamai924@pnb,74139979571,PUNB0298764,Dayamai Gill,Punjab National Bank,individual,dev-8acc342cac52,,True,2025-07-31
advik925@barodampay,01011008150,BARB0947141,Advik Devan,Bank of Baroda,individual,dev-8b092d3d3b55,,True,2025-03-30
nihal926@cnrb,7915691803628912,CNRB0074148,Nihal Taneja,Canara Bank,individual,dev-f3eec8b5152a,innocent_bystander,True,2025-12-26
virkvarughese927@kotak,654342278833025,KKBK0267791,Virk-Varughese Utilities,Kotak Mahindra Bank,merchant,dev-cd9bc4bb41d2,,True,2023-12-28
lad928@kotak,45386973306,KKBK0749645,"Lad, Ganesan and Prabhu Home Services",Kotak Mahindra Bank,merchant,dev-70f5ad5aba11,,True,2026-02-10
luthra929@oksbi,648662680,SBIN0734345,Luthra Ltd Travel,State Bank of India,merchant,dev-2c2936e1f5d8,,True,2025-07-23
ayushman930@okaxis,38000203071986,UTIB0798159,Ayushman Nayak,Axis Bank,individual,dev-679765c61687,,True,2025-10-23
anita931@okaxis,27509984207816,UTIB0026742,Anita Viswanathan,Axis Bank,individual,dev-29b9cfc6e46d,,True,2023-11-29
adya932@ybl,925437575947,YESB0612948,Adya Bose,Yes Bank,individual,dev-989428cd186d,,True,2024-08-18
tamanna933@kotak,3823995119263,KKBK0496653,Tamanna Vaidya,Kotak Mahindra Bank,individual,dev-696e6efceb44,account_takeover,True,2023-07-20
christopher934@kotak,986058078027,KKBK0911602,Christopher Tata,Kotak Mahindra Bank,individual,dev-1f6f5cc56e5a,,True,2023-10-29
ganesan935@barodampay,122543167,BARB0640296,"Ganesan, Pillai and Dugar Electronics",Bank of Baroda,merchant,dev-7f53b0ce2aa3,,True,2023-09-20
harshil936@ybl,767563322631084,YESB0576443,Harshil D’Alia,Yes Bank,individual,dev-561da4e7637e,innocent_bystander,True,2025-09-04
yashodhara937@cnrb,79528851441,CNRB0402114,Yashodhara Agate,Canara Bank,individual,dev-4b9844279df9,,True,2024-02-25
advik938@kotak,281973195880,KKBK0683788,Advik Konda,Kotak Mahindra Bank,individual,dev-8f708b55573c,gambling_network,True,2024-01-08
urmi939@okicici,938398196752,ICIC0984746,Urmi Patla,ICICI Bank,individual,dev-c3bcd61cab79,,True,2024-04-30
mason940@okicici,6492933477701891,ICIC0904140,Mason Gola,ICICI Bank,individual,dev-b6ed2f439c2b,,True,2024-07-01
saini941@idfcfirst,030602522870841,IDFB0906697,Saini and Sons Fuel,IDFC First Bank,merchant,dev-2aef465652a9,,True,2025-06-15
yuvraj942@okhdfcbank,649608134299133,HDFC0671068,Yuvraj Saha,HDFC Bank,individual,dev-e9cf07998dfd,,True,2026-03-24
anika943@cnrb,51737292937500,CNRB0405118,Anika Brahmbhatt,Canara Bank,individual,dev-e8696a31dc78,,True,2023-12-19
jagdish944@okaxis,34854759525,UTIB0773596,Jagdish Thakkar,Axis Bank,individual,dev-ab218f363535,innocent_bystander,True,2025-04-15
praneel945@pnb,0383177687,PUNB0634673,Praneel Kapoor,Punjab National Bank,individual,dev-867395e387ff,,True,2025-07-13
nandini946@kotak,47405232192583,KKBK0937292,Nandini Biswas,Kotak Mahindra Bank,individual,dev-b1ff80672997,,True,2024-01-14
barkha947@kotak,913235466207116,KKBK0263010,Barkha Mukhopadhyay,Kotak Mahindra Bank,individual,dev-3d0c93300227,innocent_bystander,True,2023-11-29
gabriel948@ybl,89367729501,YESB0727596,Gabriel Shan,Yes Bank,individual,dev-4567426d1c95,,True,2025-02-17
jyoti949@pnb,90906378888347,PUNB0168375,Jyoti Iyer,Punjab National Bank,individual,dev-afdecf93e000,,True,2025-11-18
daksha950@idfcfirst,4070649647114,IDFB0857972,Daksha Kibe,IDFC First Bank,individual,dev-307ef0d17cb7,,True,2025-03-11
pillaytak951@okicici,1883170534894284,ICIC0199849,Pillay-Tak Home Services,ICICI Bank,merchant,dev-a4e621e71a8f,,True,2026-03-27
yatan952@okicici,017695467639332,ICIC0299766,Yatan Dora,ICICI Bank,individual,dev-80a686362a2e,,True,2025-05-29
nimrat953@kotak,9504507606,KKBK0222748,Nimrat Bajwa,Kotak Mahindra Bank,individual,dev-53ef02bce8ca,gambling_network,True,2023-09-30
hiral954@ybl,0806373097005,YESB0956590,Hiral Andra,Yes Bank,individual,dev-c792eb932653,,True,2025-06-27
agarwalpuri955@barodampay,711479696,BARB0847887,Agarwal-Puri Grocery,Bank of Baroda,merchant,dev-59e80a2dd553,,True,2025-06-08
hemang956@barodampay,42478487975,BARB0674170,Hemang Jha,Bank of Baroda,individual,dev-d9e751519e03,,True,2023-11-16
oni957@cnrb,9848919049726,CNRB0214666,Oni Swamy,Canara Bank,individual,dev-1163bd3cb8a4,,True,2024-02-18
lucky958@oksbi,36067284619,SBIN0246580,Lucky Mammen,State Bank of India,individual,dev-0c0149a09469,,True,2023-09-07
caleb959@ybl,268858906706,YESB0913475,Caleb Kata,Yes Bank,individual,dev-2600aa4498b7,,True,2025-04-12
kashish960@kotak,735213081322378,KKBK0188732,Kashish Shanker,Kotak Mahindra Bank,individual,dev-23d2343dfbbc,,True,2024-11-24
girish961@okaxis,4999088873758,UTIB0351472,Girish Tiwari,Axis Bank,individual,dev-fa2f1cbe738b,,True,2024-09-07
meera962@idfcfirst,6406553871010,IDFB0709289,Meera Borde,IDFC First Bank,individual,dev-0306c69e1443,,True,2023-08-28
radhika963@pnb,8379812710241135,PUNB0544432,Radhika De,Punjab National Bank,individual,dev-fcdd54cc8e2f,,True,2025-04-09
bishakha964@oksbi,89517434229,SBIN0278506,Bishakha Lal,State Bank of India,individual,dev-8b17697567ff,,True,2025-08-23
maya965@oksbi,81839123978,SBIN0552908,Maya Narain,State Bank of India,individual,dev-3d8678cb55f2,,True,2024-10-02
sneha966@barodampay,97978193734757,BARB0079038,Sneha Magar,Bank of Baroda,individual,dev-d57c57d5c177,innocent_bystander,True,2025-07-01
borde967@cnrb,618894377256,CNRB0454971,Borde and Sons Pharmacy,Canara Bank,merchant,dev-d598055fcaed,,True,2025-06-12
ikbal968@okaxis,455547894304928,UTIB0756622,Ikbal Dugal,Axis Bank,individual,dev-1f9cf8a831d1,,True,2025-06-08
nitesh969@cnrb,3107724241,CNRB0946260,Nitesh Sengupta,Canara Bank,individual,dev-2daa79b8803b,,True,2024-11-01
dipta970@okicici,690301921094726,ICIC0886046,Dipta Ray,ICICI Bank,individual,dev-a767cfab8f8a,,True,2025-12-22
ishita971@oksbi,3215169968962,SBIN0500833,Ishita Johal,State Bank of India,individual,dev-d93965dbeb1a,,True,2024-02-16
darika972@okaxis,383695638,UTIB0075055,Darika Sheth,Axis Bank,individual,dev-1421bf460f57,,True,2025-03-13
jagdish973@pnb,704692078,PUNB0565057,Jagdish Chana,Punjab National Bank,individual,dev-762a780f1003,innocent_bystander,True,2024-03-31
daksha974@okaxis,9292346370665679,UTIB0218382,Daksha Baria,Axis Bank,individual,dev-3b1b137acca3,,True,2023-09-05
falak975@okaxis,11338845257795,UTIB0340318,Falak Divan,Axis Bank,individual,dev-ccfacf11d524,,True,2024-10-14
kothari976@ybl,673655735512,YESB0089436,Kothari LLC Fashion,Yes Bank,merchant,dev-4eb3b132cb0b,,True,2023-11-26
yochana977@okicici,3450107273713245,ICIC0168341,Yochana Bawa,ICICI Bank,individual,dev-e153c0aaa3ca,,True,2024-08-12
abha978@idfcfirst,3800599542911,IDFB0508340,Abha Ghosh,IDFC First Bank,individual,dev-49e37764bf2e,,True,2025-08-27
nidhi979@idfcfirst,17167110761572,IDFB0605637,Nidhi Sethi,IDFC First Bank,individual,dev-16f6f24adec6,account_takeover,True,2023-07-21
girindra980@okaxis,184671948446,UTIB0190897,Girindra Shere,Axis Bank,individual,dev-18e1de9b9a53,,True,2025-05-29
dey981@barodampay,414672196931337,BARB0716125,Dey Inc Food & Dining,Bank of Baroda,merchant,dev-10f95012aa5b,,True,2024-06-15
david982@okaxis,4918921680,UTIB0640722,David Kapadia,Axis Bank,individual,dev-46290cdfca16,,True,2024-06-02
rudra983@pnb,157447086743569,PUNB0857359,Rudra Rattan,Punjab National Bank,individual,dev-a9d2cb0df0c8,,True,2023-10-18
chadlad984@okhdfcbank,255048184567612,HDFC0845209,Chad-Lad Fuel,HDFC Bank,merchant,dev-cb04470a3461,,True,2025-09-10
anthony985@oksbi,1772040148962361,SBIN0518599,Anthony Bhattacharyya,State Bank of India,individual,dev-f5a0d7c49626,,True,2023-08-10
sachi986@okhdfcbank,408735323186,HDFC0930386,Sachi Dave,HDFC Bank,individual,dev-c65cae013db2,,True,2026-05-23
garima987@okhdfcbank,1214621507,HDFC0382581,Garima Das,HDFC Bank,individual,dev-c6c9f26801f3,,True,2023-07-30
shenoy988@barodampay,5827364925160,BARB0411620,Shenoy Inc Food & Dining,Bank of Baroda,merchant,dev-00b888027473,,True,2025-03-27
sant989@cnrb,984410744,CNRB0343226,Sant Ltd Home Services,Canara Bank,merchant,dev-bb0b2b50094e,,True,2024-11-26
watika990@okaxis,760524075,UTIB0362281,Watika Balan,Axis Bank,individual,dev-566b34e0a052,account_takeover,True,2025-02-01
pooja991@barodampay,3989367299,BARB0110346,Pooja Gera,Bank of Baroda,individual,dev-0fbdedc34cfb,,True,2025-05-09
tanish992@barodampay,353556456450818,BARB0760275,Tanish Grover,Bank of Baroda,individual,dev-4bfc99f25662,,True,2026-01-19
ati993@cnrb,367646464323781,CNRB0182796,Ati Sehgal,Canara Bank,individual,dev-5d35db814227,gambling_network,True,2025-08-26
banerjee994@okhdfcbank,2113734396645868,HDFC0040425,Banerjee PLC Utilities,HDFC Bank,merchant,dev-81550ddc8678,,True,2026-02-23
chakrika995@barodampay,51719633607,BARB0552170,Chakrika Tara,Bank of Baroda,individual,dev-34359d3826e0,,True,2025-06-04
varenya996@barodampay,4241516498647613,BARB0992175,Varenya Bhat,Bank of Baroda,individual,dev-7c74d551877a,innocent_bystander,True,2025-01-06
ati997@ybl,3104568318750468,YESB0508184,Ati Rajagopal,Yes Bank,individual,dev-07c88176113b,,True,2024-08-13
oni998@kotak,158152756226,KKBK0352926,Oni Iyengar,Kotak Mahindra Bank,individual,dev-fb77c5b0e1e6,,True,2026-02-03
anirudh999@okaxis,771684895,UTIB0101747,Anirudh Raja,Axis Bank,individual,dev-870c129e5cc7,,True,2023-12-22
varsha1000@idfcfirst,99278851476326,IDFB0428370,Varsha Sundaram,IDFC First Bank,individual,dev-44b5da782484,,True,2023-12-31
yadavi1001@okaxis,50176692839,UTIB0783172,Yadavi Nagy,Axis Bank,individual,dev-e6179e363f75,,True,2026-07-10
anamika1002@pnb,4061211058,PUNB0301517,Anamika Gole,Punjab National Bank,individual,dev-b7efadc7c0fe,,True,2025-10-20
eiravati1003@okicici,355331257757533,ICIC0518711,Eiravati Kanda,ICICI Bank,individual,dev-02aec24e86fe,account_takeover,True,2023-08-23
mand1004@okhdfcbank,8075660736,HDFC0293953,Mand Inc Fuel,HDFC Bank,merchant,dev-484079658b75,,True,2023-07-21
ishita1005@idfcfirst,6586077999,IDFB0042774,Ishita Kaul,IDFC First Bank,individual,dev-4ad653a1e0ea,,True,2026-06-09
chaudhry1006@idfcfirst,2429410927086282,IDFB0997788,Chaudhry and Sons Home Services,IDFC First Bank,merchant,dev-34247a99dc9f,,True,2025-06-14
amaira1007@okhdfcbank,7059070858478364,HDFC0431896,Amaira Walla,HDFC Bank,individual,dev-d967bbcc4399,,True,2023-11-18
theodore1008@okaxis,8844248564775,UTIB0934498,Theodore Rama,Axis Bank,individual,dev-6e2240e0021c,,True,2025-07-17
oscar1009@okicici,7381806867,ICIC0343813,Oscar Goda,ICICI Bank,individual,dev-de13bd495e21,account_takeover,True,2025-05-06
eesha1010@okhdfcbank,72705536362579,HDFC0360291,Eesha Parmer,HDFC Bank,individual,dev-216405797888,gambling_network,True,2024-01-14
bala1011@ybl,6816488824092649,YESB0821278,"Bala, Pandey and Dhar Utilities",Yes Bank,merchant,dev-b4e5e4c663b6,,True,2025-12-20
waida1012@okaxis,2974012481530,UTIB0619328,Waida More,Axis Bank,individual,dev-100f4ab4287f,,True,2024-09-17
vritti1013@pnb,421745479,PUNB0512867,Vritti Barad,Punjab National Bank,individual,dev-11f3d427547a,,True,2026-05-15
daksh1014@idfcfirst,9622601074076,IDFB0718637,Daksh Kaul,IDFC First Bank,individual,dev-e1a1c8296431,,True,2024-09-28
anmol1015@okhdfcbank,592215282613,HDFC0171196,Anmol Vyas,HDFC Bank,individual,dev-907d6c8d5416,,True,2023-09-12
aadi1016@oksbi,214063350396554,SBIN0936626,Aadi Narula,State Bank of India,individual,dev-51c22bee4ddb,,True,2024-10-15
kalpit1017@barodampay,2438719635104,BARB0782175,Kalpit Oak,Bank of Baroda,individual,dev-862a125a702a,account_takeover,True,2025-05-11
ekiya1018@idfcfirst,1276447419320491,IDFB0244700,Ekiya Bhargava,IDFC First Bank,individual,dev-9612b52d73c0,,True,2025-09-07
manbir1019@barodampay,44457706983,BARB0782982,Manbir Dhar,Bank of Baroda,individual,dev-9cb60ccd9b2a,,True,2023-10-22
janya1020@cnrb,6833799197102,CNRB0929426,Janya Bora,Canara Bank,individual,dev-750e43c11e4d,,True,2026-05-30
meghana1021@barodampay,919177819715843,BARB0275529,Meghana Chaudhuri,Bank of Baroda,individual,dev-386814840e4e,,True,2024-02-21
chasmum1022@kotak,97545728217,KKBK0708348,Chasmum Naidu,Kotak Mahindra Bank,individual,dev-5751b35595f5,,True,2025-11-05
nakul1023@cnrb,607775046,CNRB0569442,Nakul Sarkar,Canara Bank,individual,dev-c5f51793af59,,True,2024-03-25
edhitha1024@kotak,16301942167313,KKBK0665262,Edhitha Ghosh,Kotak Mahindra Bank,individual,dev-3b8e2e1df2a9,,True,2024-10-14
udant1025@okhdfcbank,229536517117,HDFC0444763,Udant Gill,HDFC Bank,individual,dev-9ef8df384b24,,True,2025-09-24
damyanti1026@okaxis,9312693014006,UTIB0824369,Damyanti Menon,Axis Bank,individual,dev-c7e4b03b5041,,True,2026-03-20
peter1027@pnb,111467021,PUNB0145842,Peter Agarwal,Punjab National Bank,individual,dev-161215bf714a,,True,2026-06-20
bachittar1028@okicici,50826378795054,ICIC0718889,Bachittar Gopal,ICICI Bank,individual,dev-5089aa3fb813,,True,2026-05-05
timothy1029@okicici,193221642864,ICIC0513222,Timothy Chawla,ICICI Bank,individual,dev-f9a5fda7b8f7,,True,2026-01-10
lohit1030@ybl,2822060891091,YESB0407627,Lohit Narula,Yes Bank,individual,dev-9580f7deaf7e,,True,2025-09-27
wazir1031@barodampay,3268079963194377,BARB0809355,Wazir Palan,Bank of Baroda,individual,dev-1a71fbe10f6c,,True,2024-07-01
oliver1032@okhdfcbank,689374132911555,HDFC0148108,Oliver Chakrabarti,HDFC Bank,individual,dev-abb7a17faf60,account_takeover,True,2026-02-10
sanya1033@ybl,4485584878451,YESB0111341,Sanya Apte,Yes Bank,individual,dev-4369841b08ba,,True,2024-06-07
kadakiakrish1034@okaxis,6202470833,UTIB0015575,Kadakia-Krish Fashion,Axis Bank,merchant,dev-89d1be463bdb,,True,2025-03-10
bir1035@okaxis,9553478767022,UTIB0653907,"Bir, Palla and Kunda Utilities",Axis Bank,merchant,dev-b665dbc0fa99,,True,2025-06-16
agarwal1036@ybl,00452629165161,YESB0539584,Agarwal Inc Electronics,Yes Bank,merchant,dev-1d70c1a2de1e,,True,2024-05-06
raksha1037@okicici,5706408282538978,ICIC0768913,Raksha Saini,ICICI Bank,individual,dev-bfdf1d4b4555,,True,2025-02-21
odika1038@pnb,569848913,PUNB0743040,Odika Tailor,Punjab National Bank,individual,dev-4efad4830d33,account_takeover,True,2025-07-01
indali1039@okhdfcbank,2614962752995045,HDFC0929792,Indali Prashad,HDFC Bank,individual,dev-7267a5bbe69c,,True,2023-09-09
varenya1040@pnb,0766719912299,PUNB0265013,Varenya Kar,Punjab National Bank,individual,dev-5be470a16c26,innocent_bystander,True,2024-10-27
siya1041@oksbi,8882111668027,SBIN0681294,Siya Borah,State Bank of India,individual,dev-41086c6dee4f,,True,2024-02-04
chaitaly1042@okhdfcbank,7433387215673414,HDFC0687496,Chaitaly Bahri,HDFC Bank,individual,dev-211cee4d04f9,,True,2023-11-23
advika1043@oksbi,298547748120,SBIN0119097,Advika Cheema,State Bank of India,individual,dev-8055e332feb2,,True,2026-02-01
hema1044@okhdfcbank,302074759711,HDFC0889264,Hema Garde,HDFC Bank,individual,dev-d866e4440484,gambling_network,True,2025-04-17
naveen1045@pnb,2929961290,PUNB0503806,Naveen Borde,Punjab National Bank,individual,dev-d9c4a5987b78,,True,2023-08-10
hamsini1046@idfcfirst,1127940865090,IDFB0610407,Hamsini Subramanian,IDFC First Bank,individual,dev-71bdde98a289,gambling_network,True,2025-03-18
raagini1047@pnb,33334783260426,PUNB0078290,Raagini Gala,Punjab National Bank,individual,dev-fa593ad4b771,,True,2025-07-29
naksh1048@pnb,4893315285298,PUNB0300561,Naksh Bera,Punjab National Bank,individual,dev-bd7fc01e74d0,,True,2025-11-09
garima1049@cnrb,6271784678522306,CNRB0369499,Garima Jha,Canara Bank,individual,dev-031329b6033c,,True,2026-01-28
nimrat1050@pnb,086841118521027,PUNB0892411,Nimrat Zachariah,Punjab National Bank,individual,dev-d424ae9b88b5,,True,2026-01-27
baghyawati1051@okaxis,727464431,UTIB0190356,Baghyawati Mishra,Axis Bank,individual,dev-b7e7ec2a5b77,gambling_network,True,2025-11-18
gopal1052@okicici,52307973494854,ICIC0585163,Gopal Bawa,ICICI Bank,individual,dev-01553e39b534,,True,2024-08-08
vritti1053@ybl,9328271865463321,YESB0891138,Vritti Dube,Yes Bank,individual,dev-86c9cbbfbcc9,,True,2024-11-24
patel1054@pnb,142283403,PUNB0351088,Patel Inc Grocery,Punjab National Bank,merchant,dev-c39a1ab83903,,True,2025-08-04
chahalmenon1055@ybl,8069395431874917,YESB0452208,Chahal-Menon Utilities,Yes Bank,merchant,dev-1ec2cb9f73a4,,True,2026-01-19
srinivasan1056@barodampay,1036242802,BARB0566251,"Srinivasan, Iyengar and Chatterjee Grocery",Bank of Baroda,merchant,dev-3337a9d71ba2,,True,2023-12-27
samuel1057@idfcfirst,9930007781016,IDFB0008993,Samuel Garde,IDFC First Bank,individual,dev-897738a9bd4c,,True,2026-05-13
finn1058@okhdfcbank,047797999,HDFC0437953,Finn Solanki,HDFC Bank,individual,dev-9a6a3368e1f4,,True,2024-03-21
darika1059@oksbi,301782853469,SBIN0492402,Darika Rao,State Bank of India,individual,dev-257bbb583e11,,True,2024-12-30
vrinda1060@okhdfcbank,7239071940713,HDFC0502331,Vrinda Lanka,HDFC Bank,individual,dev-5c7ec4be996e,,True,2023-09-18
lila1061@ybl,3090905148,YESB0590047,Lila Goyal,Yes Bank,individual,dev-896c2e8b5cb0,,True,2025-07-14
lakshmi1062@idfcfirst,1389899186,IDFB0858890,Lakshmi Pingle,IDFC First Bank,individual,dev-4a7d5fa38e9c,,True,2025-09-29
sanaya1063@pnb,951159013212683,PUNB0700655,Sanaya Basu,Punjab National Bank,individual,dev-2da5b9d2bdb2,,True,2024-12-06
ria1064@ybl,911754217374,YESB0397220,Ria Shroff,Yes Bank,individual,dev-f544e93a8627,,True,2024-10-01
upkaar1065@kotak,870006238110,KKBK0285279,Upkaar Luthra,Kotak Mahindra Bank,individual,dev-7fdbf0164ba5,,True,2024-10-13
matthew1066@oksbi,901281451010593,SBIN0256718,Matthew Chatterjee,State Bank of India,individual,dev-72e50e3c05be,,True,2024-12-09
hemangini1067@idfcfirst,1502617060,IDFB0731789,Hemangini Sachdev,IDFC First Bank,individual,dev-afa4cfc0a588,,True,2023-07-18
darsh1068@okicici,85984840349,ICIC0827936,Darsh Ram,ICICI Bank,individual,dev-41728825aaf6,,True,2023-08-17
vaishnavi1069@ybl,3580579078374631,YESB0828574,Vaishnavi Keer,Yes Bank,individual,dev-730869370369,,True,2024-10-11
chandani1070@okaxis,58636228503968,UTIB0547834,Chandani Brar,Axis Bank,individual,dev-7b11e80a0f81,,True,2025-05-17
bakhshi1071@cnrb,637926136223,CNRB0114604,Bakhshi Thakkar,Canara Bank,individual,dev-0d011da0c3c7,innocent_bystander,True,2025-03-12
jai1072@oksbi,91902585127505,SBIN0406619,Jai Sen,State Bank of India,individual,dev-fa212600305c,,True,2024-01-05
ganesh1073@okaxis,68136182536105,UTIB0865223,Ganesh and Sons Pharmacy,Axis Bank,merchant,dev-74d007a278e8,,True,2024-11-25
jonathan1074@kotak,68622689658,KKBK0976897,Jonathan Basak,Kotak Mahindra Bank,individual,dev-019d2207742d,,True,2025-08-26
farhan1075@oksbi,96619199589,SBIN0580361,Farhan Saran,State Bank of India,individual,dev-a1bb6fc43a30,,True,2023-07-21
manbir1076@pnb,743285468,PUNB0655793,Manbir Kuruvilla,Punjab National Bank,individual,dev-cf12c577e7be,,True,2024-05-13
ekalinga1077@okhdfcbank,981615375,HDFC0498072,Ekalinga Chahal,HDFC Bank,individual,dev-8bfd74ae4b2a,,True,2025-05-26
mekhala1078@oksbi,93476001800,SBIN0778299,Mekhala Nanda,State Bank of India,individual,dev-7f3b739f273a,innocent_bystander,True,2023-07-25
zinal1079@okhdfcbank,0756284442314439,HDFC0113059,Zinal Shanker,HDFC Bank,individual,dev-dbc408e967bc,innocent_bystander,True,2026-04-07
virk1080@ybl,807198682,YESB0783146,Virk Group Electronics,Yes Bank,merchant,dev-ec7cb938d667,,True,2024-06-08
oeshi1081@ybl,718153220444061,YESB0855913,Oeshi Doctor,Yes Bank,individual,dev-06611a06b50c,,True,2026-03-17
harish1082@okaxis,3306566085,UTIB0691416,Harish Cherian,Axis Bank,individual,dev-fa614409c5eb,,True,2026-01-20
bhavika1083@barodampay,1748123462,BARB0705578,Bhavika Wason,Bank of Baroda,individual,dev-03253906390a,account_takeover,True,2026-01-02
nirja1084@barodampay,397718578100690,BARB0138197,Nirja Lalla,Bank of Baroda,individual,dev-bb04657ca265,,True,2026-06-07
